Marketing_Campaign_Indicator,Website_Engagement_Indicator,Engagement Score,Lead Source Category,Lead Source Channel,Referring_Bank_Region,has_website,has_instagram,has_twitter,has_facebook,insta_ratio,twt_presence,twt_ratio,has_sum,LF-Industry_Business To Business,LF-Industry_Construction,LF-Industry_Groceries,LF-Industry_Health Care & Pharmacies,LF-Industry_Lodging,LF-Industry_Non-Profit / Government,LF-Industry_Other,LF-Industry_Personal Services,LF-Industry_Professional Services,LF-Industry_Restaurants & Quick Serve Restaurants,LF-Industry_Retail,LF-Industry_Retail - Apparel,LF-Industry_Transportation,LF-Industry_Unknown,Converted,Lead_Quality_Score
0,0,0.0,0,2,35,1,1,1,1,0.918919,1,0.6875,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,1,0,0,1,0.0,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,1,1,0,1,0,0.181818,1,0.6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
1,0,10.0,4,0,35,1,1,0,1,0.827586,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,0,1,0.875,0,0.4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,2,2,32,1,0,0,0,0.222222,0,0.193548387,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.72
0,0,0.0,8,0,35,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.9392207999389103
0,0,0.0,0,2,35,0,1,0,1,0.774194,0,0.260869565,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.15
0,0,0.0,2,2,7,1,0,0,1,0.470588,0,0.0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.43
1,0,10.0,0,2,35,1,0,0,1,0.0,0,0.303030303,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,1,2,35,1,1,0,1,0.625,0,0.4,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.93
1,0,0.0,4,0,35,1,1,1,1,0.925926,1,0.558139535,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.2
0,0,0.0,2,2,31,1,0,0,1,0.461538,0,0.352941176,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.8
1,0,0.0,1,2,35,1,0,0,1,0.5,2,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.017233201581027667
1,0,10.0,4,0,35,0,0,0,1,0.434783,0,0.4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,10.0,8,0,35,1,1,0,1,0.926829,0,0.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.07
1,0,0.0,4,0,35,1,1,0,1,0.711111,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,1,0,1,0.666667,0,0.285714286,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,8,0,35,1,1,1,1,0.851852,1,0.594594595,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,2,1,0,0,1,0.301887,0,0.448979592,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,7,1,35,1,0,0,1,0.242424,0,0.48,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.88
0,0,0.0,2,2,25,1,0,1,0,0.451613,1,0.666666667,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,90.0,0,2,35,0,1,0,1,0.64,0,0.358974359,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.69
0,0,0.0,8,0,35,1,1,0,1,0.705882,0,0.0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.82
0,0,0.0,2,2,34,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.019626723449380205
0,0,0.0,0,2,35,1,1,1,1,0.758621,1,0.6,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,0,0,1,0,0.0,1,0.666666667,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,8,0,35,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0723677351314629
1,0,0.0,0,2,35,0,0,0,1,0.510638,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,8,0,35,1,0,1,1,0.470588,1,0.869565217,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0025
0,0,0.0,2,2,26,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.001002917241991221
0,0,0.0,2,2,26,0,0,1,1,0.0,1,0.636363636,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,2,1,0,0,0,0.0,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,25,1,0,0,0,0.0,0,0.278481013,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.18833333333333332
0,0,0.0,2,2,25,0,0,1,1,0.380952,1,0.5,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.25
1,0,0.0,8,0,35,1,0,0,0,0.216216,0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.22
1,0,90.0,4,0,35,1,1,0,1,0.744186,0,0.303030303,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.28
0,0,0.0,2,2,34,1,0,1,1,0.411765,1,0.571428571,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.21
0,0,0.0,2,2,25,0,0,0,0,0.0,0,0.315789474,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.38
0,0,0.0,2,2,26,1,1,0,1,0.577778,0,0.325581395,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,1,0,0,1,0.514286,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,110.0,8,0,35,1,0,0,1,0.222222,0,0.47826087,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.37
0,0,0.0,0,2,35,1,1,1,1,0.933333,1,0.523809524,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,34,1,0,0,1,0.0,0,0.307692308,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.016666666666666666
0,0,0.0,0,2,35,1,1,0,1,0.75,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,1,1,0.714286,1,0.538461538,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,0,0,1,0.540541,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,8,0,35,1,0,0,1,0.121212,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,10.0,4,0,35,0,1,0,1,0.9375,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,1,1,1,0.8,1,0.526315789,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,0,1,0.692308,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,2,1,1,1,1,0.6875,1,0.75862069,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,5,1,35,1,0,0,1,0.390244,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1.0
0,0,0.0,2,2,31,0,0,0,1,0.0,0,0.35483871,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0.8
1,0,0.0,4,0,35,1,1,0,1,0.7,0,0.47826087,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,2,2,34,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.4634761904761906
0,0,0.0,1,2,35,0,1,0,1,0.787879,0,0.4,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.7983333333333335
0,0,0.0,2,2,24,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02181754964709417
0,0,0.0,2,2,2,1,1,0,1,0.62069,0,0.431372549,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.24
0,0,0.0,2,2,1,1,0,1,1,0.285714,1,0.72,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.09
0,0,0.0,2,2,2,1,0,1,1,0.4375,1,0.580645161,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.04
0,0,0.0,2,2,2,1,1,0,1,0.930233,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,1,0,1,1,0.0,1,0.869565217,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.13
1,0,0.0,1,2,35,1,1,1,1,0.733333,1,0.636363636,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,34,1,0,1,1,0.510638,1,0.536585366,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,0,1,1,0.25,1,0.55,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.29
0,0,0.0,2,2,26,0,0,1,0,0.0,1,0.526315789,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,0,0,0,0.0,0,0.468085106,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.18
0,0,0.0,2,2,26,1,0,1,0,0.0,1,0.709677419,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,7,1,35,0,0,1,1,0.388889,1,0.564102564,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.36
0,0,0.0,2,2,26,0,0,0,1,0.540541,2,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0776958189163191
0,0,0.0,0,2,35,1,1,0,1,0.923077,0,0.3125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,34,1,0,0,0,0.375,0,0.424242424,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.24857142857142858
1,0,30.0,4,0,35,1,1,0,1,0.695652,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02
1,0,0.0,2,2,5,1,1,1,1,0.846154,1,0.536585366,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.17
0,0,0.0,2,2,25,1,1,1,1,0.615385,1,0.628571429,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.14
0,0,0.0,5,1,35,1,0,1,1,0.5,1,0.578947368,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.92
0,0,0.0,2,2,35,1,0,1,1,0.514286,1,0.647058824,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.6
1,0,10.0,4,0,35,1,1,0,1,0.634146,0,0.358974359,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,8,0,35,0,0,0,1,0.275862,0,0.48,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.43
1,0,10.0,4,0,35,1,0,1,1,0.0,1,0.592592593,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,1,1,0.486486,1,0.733333333,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.3
0,0,0.0,2,2,25,1,1,1,1,0.851852,1,0.511627907,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.07
0,0,0.0,2,2,25,0,1,1,1,0.666667,1,0.611111111,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,1,1,0.96,1,0.578947368,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.205
0,0,0.0,2,2,25,1,1,0,1,0.727273,0,0.307692308,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,0,0,0.465116,0,0.4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.35282014206991674
0,0,0.0,0,2,35,1,0,1,1,0.258065,1,0.628571429,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.29
0,0,0.0,7,1,35,1,1,0,1,0.818182,0,0.363636364,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.51
1,0,0.0,8,0,35,1,0,0,1,0.48,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,25,0,0,0,0,0.25,0,0.294117647,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.22
0,0,0.0,0,2,35,1,0,0,1,0.0,2,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,2,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.13063060673043414
0,0,0.0,5,1,35,1,0,0,1,0.0,0,0.303030303,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.56
0,0,0.0,2,2,2,1,1,1,1,0.814815,1,0.608695652,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,25,1,0,0,0,0.0,0,0.41509434,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.1
0,0,0.0,2,2,1,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.22830293882899586
0,0,0.0,1,2,35,1,1,1,1,0.647059,1,0.647058824,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.66
0,0,0.0,2,2,26,0,1,1,1,0.6,1,0.578947368,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,5,1,35,0,0,0,0,1.0,2,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1.0
0,0,0.0,2,2,26,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.001002917241991221
0,0,0.0,7,1,35,1,1,0,1,0.666667,0,0.0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.84
0,0,0.0,0,2,35,0,1,0,1,0.75,0,0.274509804,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.28
0,0,0.0,2,2,26,0,0,1,0,0.0,1,0.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,1,0,1,0.631579,0,0.388888889,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.29
0,0,0.0,7,1,35,1,1,0,1,0.6,0,0.461538462,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.32
1,0,0.0,8,0,35,1,0,1,1,0.5,1,0.666666667,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,0,0,0,1,0.275862,0,0.352941176,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02
0,0,0.0,2,2,26,0,0,0,1,0.0,0,0.32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,1,1,0.666667,1,0.625,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,0,1,0.923077,0,0.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.1
0,0,0.0,2,2,24,1,1,1,0,0.857143,1,0.55,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.0
0,0,0.0,0,2,35,1,0,0,1,0.315789,2,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.001002917241991221
1,0,0.0,4,0,35,0,1,1,1,0.857143,1,0.64,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,0,1,0.384615,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,1,2,22,1,1,1,1,0.666667,1,0.6875,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,1,1,0.0,1,0.6875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,34,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02977755102602484
0,0,0.0,2,2,26,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.009291803231363811
0,0,0.0,2,2,24,1,1,1,1,0.652174,1,0.523809524,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.67
0,0,0.0,2,2,1,1,0,0,1,0.434783,0,0.0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.2275
0,0,0.0,2,2,1,1,0,0,1,0.44898,0,0.285714286,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.0
0,0,0.0,5,1,35,1,1,0,1,0.926829,0,0.294117647,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.84
0,0,0.0,2,2,25,1,1,0,1,0.830189,0,0.333333333,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,1,1,0.0,1,0.516129032,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.5926904761904761
0,0,0.0,0,2,35,1,0,0,1,0.439024,0,0.333333333,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,2,2,1,1,0,0,1,0.538462,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02
1,0,10.0,4,0,35,1,0,1,1,0.133333,1,0.625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,8,0,35,1,0,1,1,0.424242,1,0.5,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.88
1,0,0.0,8,0,35,0,0,1,0,0.0,1,0.846153846,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,26,1,0,1,1,0.434783,1,0.523809524,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.54
0,0,0.0,2,2,1,0,0,0,1,0.56,0,0.421052632,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.08
0,0,0.0,0,2,35,1,0,0,1,0.41791,0,0.4,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.17
0,0,0.0,2,2,24,0,1,0,1,0.666667,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,32,1,1,1,0,0.594595,1,0.6875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,2,2,35,1,0,1,1,0.413793,1,0.785714286,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.45
1,0,0.0,0,2,35,1,0,1,1,0.48,1,0.615384615,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
1,0,0.0,1,2,35,1,1,0,1,0.923077,0,0.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.1975
0,0,0.0,2,2,26,1,0,0,1,0.292683,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,0,1,0.0,0,0.322580645,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.97
0,0,0.0,2,2,25,0,1,0,1,0.631579,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.07
1,0,0.0,8,0,35,0,1,0,1,0.761905,0,0.0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.13
0,0,0.0,2,2,35,0,0,1,1,0.5,1,0.594594595,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.0
1,0,10.0,4,0,35,1,1,0,1,0.928571,0,0.333333333,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.12
0,0,0.0,2,2,25,0,0,0,1,0.428571,0,0.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,10.0,4,0,35,1,0,1,1,0.0,1,0.636363636,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,1,2,35,1,0,0,1,0.545455,0,0.0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.99
0,0,0.0,8,0,35,0,0,1,1,0.0,1,0.555555556,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.53
0,0,0.0,2,2,26,0,0,0,1,0.25,0,0.285714286,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,0,0,1,0.5,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,5,1,35,0,1,0,1,0.923077,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,0.69
0,0,0.0,2,2,25,1,1,0,1,0.733333,0,0.333333333,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0.45
1,0,10.0,4,0,35,0,1,1,1,1.0,1,0.52173913,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.24
0,0,0.0,7,1,35,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.880942388371377
0,0,0.0,2,2,24,0,1,0,1,0.603774,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.31
1,0,0.0,8,0,35,1,1,0,1,0.72,0,0.0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.01
0,0,0.0,0,2,35,0,1,1,1,0.933333,1,0.846153846,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.16
1,0,0.0,0,2,35,1,1,1,1,0.956522,1,0.631578947,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,10.0,8,0,35,0,0,0,1,0.277778,0,0.387096774,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,0.0,8,0,35,1,0,0,0,0.25,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,1,1,0.9,1,0.782608696,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.4149999999999999
0,0,0.0,1,2,35,1,1,0,1,0.606061,0,0.285714286,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.89
1,0,0.0,2,2,7,0,0,0,1,0.533333,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02
0,0,0.0,7,1,35,1,1,1,1,0.967742,1,0.64,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.2856666666666667
0,0,0.0,2,2,34,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02977755102602484
1,0,10.0,0,2,35,0,1,0,1,0.933333,0,0.3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.23
1,0,0.0,8,0,35,0,1,1,1,0.72,1,0.705882353,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,1,1,0,1,0.611111,0,0.0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0
1,0,10.0,4,0,35,0,0,0,1,0.0,0,0.470588235,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
1,0,10.0,4,0,35,1,1,1,1,0.7,1,0.533333333,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,24,1,0,0,0,1.0,2,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01545367646472474
0,0,0.0,0,2,35,1,0,1,0,0.454545,1,0.818181818,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,0,2,35,0,0,1,1,0.266667,1,0.523809524,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.649
1,0,0.0,8,0,35,1,1,0,1,0.967742,0,0.285714286,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
1,0,10.0,0,2,35,0,0,0,0,1.0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0006122448979591836
0,0,0.0,2,2,2,1,1,0,1,0.622951,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,7,1,35,1,0,0,1,0.511628,0,0.333333333,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.71
0,0,0.0,2,2,34,1,0,0,0,0.25,0,0.367346939,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
0,0,0.0,0,2,35,1,1,1,1,0.7,1,0.695652174,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.02
1,0,0.0,8,0,35,0,0,1,1,0.521739,1,0.615384615,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.56
0,0,0.0,2,2,25,0,0,0,0,0.392157,0,0.458333333,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.7346428571428573
0,0,0.0,1,2,35,0,1,0,1,0.685714,0,0.342857143,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.92
0,0,0.0,0,2,35,0,0,0,1,0.324324,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,25,1,0,0,1,0.235294,0,0.431372549,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.11
0,0,0.0,0,2,35,1,0,0,1,0.526316,0,0.4,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.2833333333333334
1,0,0.0,2,2,14,1,1,1,1,0.96,1,0.88,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.03
1,0,0.0,4,0,35,0,1,0,1,0.666667,0,0.0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.4
1,0,0.0,2,2,35,1,1,0,1,0.7,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.23
1,0,90.0,4,0,35,0,0,0,1,0.235294,0,0.4375,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.58
1,0,0.0,4,0,35,1,1,1,1,0.727273,1,0.647058824,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.0
0,0,0.0,2,2,34,1,1,0,1,0.862745,0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.15
0,0,0.0,1,2,35,1,1,1,1,0.583333,1,0.823529412,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.01
